サービスID,アイテムID,13桁ISBN,カテゴリ,評価,読書状況,レビュー,タグ,読書メモ(非公開),登録日時,読了日,タイトル,著者,出版社名,発行年,タイプ,ページ数
1,B00JPXEB2Q,,漫画,4,読み終わった,,,,2020/11/15 22:39,2020/11/17 9:34,火の鳥　9,手塚治虫,手塚プロダクション,,電子書籍,196
1,B00JPXEAV8,,漫画,4,読み終わった,,,,2020/11/15 22:38,2020/11/10 0:00,火の鳥　1,手塚治虫,手塚プロダクション,,電子書籍,185
1,479932358X,9.78E+12,自己啓発,3,読み終わった,,"思考,心理学,宗教,疲労回復,メンタル",,2020/11/15 22:36,2020/11/12 0:00,「精神科医の禅僧」が教える心と身体の正しい休め方,川野泰周,ディスカヴァー・トゥエンティワン,2018,本,
1,484709753X,9.78E+12,ノンフィクション・エッセイ,4,読み終わった,,"人生観,生き方",,2020/11/15 16:06,2020/11/15 20:32,私は私のままで生きることにした,キム・スヒョン,ワニブックス,2019,本,287
1,B00DLT0BXI,,漫画,3,読み終わった,,,,2020/10/18 21:51,2020/11/15 16:07,戦争論　─まんがで読破─,クラウゼヴィッツ,イースト・プレス,2011,電子書籍,193
1,B00GTAV3Q0,,自己啓発,4,読み終わった,,"人生観,思考,生き方",,2020/10/18 21:51,2020/10/19 20:59,「これでいい」と心から思える生き方,野口 嘉則,サンマーク出版,2013,電子書籍,251
1,B00DLT07XC,,漫画,,積読,,,,2020/10/17 14:32,,ガリア戦記　─まんがで読破─,カエサル,イースト・プレス,2010,電子書籍,193
1,B00DLSZSDM,,漫画,4,読み終わった,,経済,,2020/10/17 14:32,2020/10/16 0:00,続・資本論　─まんがで読破─,マルクス,イースト・プレス,2009,電子書籍,194
1,4.87E+09,9.78E+12,漫画,4,読み終わった,,,,2020/10/15 17:06,2020/10/14 0:00,カラマーゾフの兄弟 (まんがで読破),バラエティ・アートワークス,イースト・プレス,2008,本,375
1,478168629X,9.78E+12,漫画,2,読み終わった,,経済,,2020/10/15 17:06,2020/10/13 0:00,資本論 新版(文庫版) (まんがで読破),バラエティ・アートワークス,イースト・プレス,2020,本,192
1,B00DLT01PG,,漫画,3,読み終わった,,,,2020/10/13 22:57,2020/10/12 0:00,失われた時を求めて　─まんがで読破─,プルースト,イースト・プレス,2009,電子書籍,386
1,4.87E+09,9.78E+12,漫画,4,読み終わった,,,,2020/10/12 6:54,2020/10/12 6:54,学問のすすめ(文庫版) (まんがで読破),福沢諭吉,イースト・プレス,2008,本,186
1,4.78E+09,9.78E+12,漫画,3,読み終わった,,宗教,,2020/10/12 6:53,2020/10/11 0:00,旧約聖書 (まんがで読破),バラエティ・アートワークス,イースト・プレス,2010,本,381
1,4.87E+09,9.78E+12,漫画,3,読み終わった,,,,2020/10/10 23:23,2020/10/10 23:23,蟹工船 (まんがで読破),バラエティ・アートワークス,イースト・プレス,2007,本,183
1,434498305X,9.78E+12,その他,5,読み終わった,,メンタル,,2020/10/1 7:34,2020/9/29 0:00,ストレスと適応障害 つらい時期を乗り越える技術 (幻冬舎新書),岡田尊司,幻冬舎,2013,本,259
1,4.83E+09,9.78E+12,自己啓発,4,読み終わった,,"人生観,思考,生き方",,2020/10/1 7:34,2020/10/3 0:00,諦める力 勝てないのは努力が足りないからじゃない,為末大,プレジデント社,2013,本,
1,4.34E+09,9.78E+12,その他,3,読み終わった,,"人生観,生き方",,2020/9/27 13:55,2020/9/22 0:00,やめてみた。,わたなべぽん,幻冬舎,2016,本,120
1,4.09E+09,9.78E+12,歴史・伝記,,積読,,,,2020/9/13 11:23,,そうだったのか! 日本現代史 (集英社文庫(日本) そうだったのか! シリーズ),池上彰,集英社,2008,本,432
1,4.78E+09,9.78E+12,漫画,4,読み終わった,,経済,,2020/9/12 22:59,2020/9/12 23:32,雇用・利子および貨幣の一般理論(文庫版) (まんがで読破),Teamバンミカス,イースト・プレス,2015,本,382
1,490736413X,9.78E+12,経済・社会科学,3,読み終わった,,メディア,,2020/9/9 23:07,2020/9/10 0:00,フェイクニュースがあふれる世界に生きる君たちへ 増補新版世界を信じるためのメソッド,森達也,ミツイパブリッシング,2019,本,192
1,B00KFB5DJC,,自己啓発,,積読,,"人生観,自己啓発,生き方,習慣,思考",,2020/9/9 18:56,,完訳 7つの習慣 人格主義の回復: Powerful Lessons in Personal Change,スティーブン・R・コヴィー,キングベアー出版,2013,電子書籍,572
1,4.82E+09,9.78E+12,芸術・スポーツ,3,読み終わった,,"筋トレ,疲労回復",,2020/9/6 22:38,2020/9/6 22:38,筋肉の機能・性質パーフェクト事典 スポーツ科学の基礎知識 オールカラー,石井直方,ナツメ社,2020,本,224
1,481636417X,9.78E+12,芸術・スポーツ,4,積読,,食事,,2020/9/6 22:38,,筋肉をつくる食事・栄養パーフェクト事典 体づくり、筋肥大から体脂肪低減まで,岡田隆,ナツメ社,2018,本,208
1,4.63E+09,9.78E+12,歴史・伝記,4,読み終わった,,歴史,,2020/9/1 23:38,2020/9/8 0:00,山川 詳説日本史図録 第8版 日B309準拠,詳説日本史図録編集委員会,山川出版社,2020,本,376
1,4.63E+09,9.78E+12,歴史・伝記,4,読み終わった,,歴史,,2020/9/1 23:38,2020/9/8 0:00,詳説 世界史図録 第3版,木村靖二,山川出版社,2020,本,360
1,4.48E+09,9.78E+12,自己啓発,3,読み終わった,,"自己啓発,習慣",,2020/9/1 7:42,2020/8/30 0:00,やり抜く力-GRIT(グリット) 人生のあらゆる成功を決める「究極の能力」を身につける,アンジェラ・ダックワース,ダイヤモンド社,2016,本,
1,4.09E+09,9.78E+12,小説,,積読,,,,2020/8/25 23:25,,一夢庵風流記 (集英社文庫(日本)),隆慶一郎,集英社,1992,本,544
1,4.10E+09,9.78E+12,小説,5,読み終わった,,,,2020/8/20 19:11,2020/8/22 17:22,村上海賊の娘(四) (新潮文庫),和田竜,新潮社,2016,本,372
1,4.10E+09,9.78E+12,小説,5,読み終わった,,,,2020/8/20 0:08,2020/8/20 19:11,村上海賊の娘(三) (新潮文庫),和田竜,新潮社,2016,本,372
1,4.10E+09,9.78E+12,小説,4,読み終わった,,,,2020/8/14 7:48,2020/8/18 0:00,村上海賊の娘(二) (新潮文庫),和田竜,新潮社,2016,本,340
1,4.10E+09,9.78E+12,小説,3,読み終わった,,,,2020/8/6 22:48,2020/8/13 0:00,村上海賊の娘(一) (新潮文庫),和田竜,新潮社,2016,本,356
1,4.87E+09,9.78E+12,その他,4,読み終わった,,お金,,2020/7/31 6:45,2020/7/30 0:00,漫画 バビロン大富豪の教え 「お金」と「幸せ」を生み出す黄金法則,坂野旭,文響社,2019,本,456
1,4.30E+09,9.78E+12,その他,3,読み終わった,,お金,,2020/7/31 6:44,2020/7/30 0:00,おカネの教室 僕らがおかしなクラブで学んだ秘密 (しごとのわ),高井浩章,インプレス,2018,本,272
1,4.17E+09,9.78E+12,小説,3,読み終わった,,歴史,,2020/7/26 11:18,2020/8/2 0:00,最後の将軍 新装版 徳川慶喜 (文春文庫),司馬遼太郎,文藝春秋,1997,本,288
1,4.82E+09,9.78E+12,芸術・スポーツ,3,読み終わった,,筋トレ,,2020/7/25 23:55,2020/7/25 0:00,アスリートのための筋力トレーニングバイブル 使える筋肉・使えない筋肉,石井直方,ナツメ社,2018,本,256
1,4.11E+09,9.78E+12,歴史・伝記,,積読,,歴史,,2020/7/24 18:35,,素顔の西郷隆盛 (新潮新書),磯田道史,新潮社,2018,本,272
1,4.48E+09,9.78E+12,ノンフィクション・エッセイ,4,読み終わった,,"社会,メディア",,2020/7/22 7:20,2021/10/1 0:00,たったひとつの「真実」なんてない,森達也,筑摩書房,2014,本,
1,4.04E+09,9.78E+12,小説,4,読み終わった,,,,2020/7/20 8:04,2020/7/21 0:00,小説 君の名は。 (角川文庫),新海誠,KADOKAWA,2016,本,272
1,4.10E+09,9.78E+12,小説,4,読み終わった,,,,2020/7/12 14:12,2020/7/25 0:00,老人と海 (新潮文庫 ヘ-2-4),福田恆存,新潮社,1970,本,134
1,4.10E+09,9.78E+12,小説,,積読,,,,2020/7/12 14:12,,落日燃ゆ (新潮文庫 し-7-18 新潮文庫),城山三郎,新潮社,1986,本,464
1,4.87E+09,9.78E+12,経営戦略,,積読,,,,2020/7/11 10:43,,PIXAR <ピクサー> 世界一のアニメーション企業の今まで語られなかったお金の話,ローレンス・レビー,文響社,2019,本,320
1,4.53E+09,9.78E+12,会計・ファイナンス,5,読み終わった,,会計,,2020/7/11 10:40,2020/9/6 20:51,会計の世界史 イタリア、イギリス、アメリカ――500年の物語,田中靖浩,日本経済新聞出版社,2018,本,424
1,4.86E+09,9.78E+12,自己啓発,4,読み終わった,,"心理学,思考",,2020/7/11 10:24,2020/7/10 0:00,サーチ・インサイド・ユアセルフ 仕事と人生を飛躍させるグーグルのマインドフルネス実践法,チャディー・メン・タン,英治出版,2016,本,373
1,B07DCLSV6H,,自己啓発,4,読み終わった,"転職を考えてる人だけでなく、そうでない人も自分のキャリアを考える上で非常に参考になると思う。

以下、備忘メモ

■マーケットバリューは3つの要素で決まる。
・技術資産
・人的資産
・業界の生産性

■99%の人は、心からやりたい事なんてない。



私自身、転職を考えている訳ではない。
ただ、自分の市場価値を高めていくために、技術資産と人的資産を高めることに注力して働いていきたい。

また、心からやりたい事が無い私にとっては、働く環境も大切なんだと気付かされた。
今の環境は、ワークライフバランスも良く、加えて適切な緊張感を持って仕事が出来ているので、この環境を大切にしていきたいと思った。",転職,,2020/6/20 8:41,2020/6/20 0:00,このまま今の会社にいていいのか？と一度でも思ったら読む 転職の思考法,北野 唯我,ダイヤモンド社,2018,電子書籍,233
1,4.10E+09,9.78E+12,小説,4,読み終わった,,歴史,,2020/6/4 22:40,2020/6/4 0:00,人斬り以蔵 (新潮文庫),司馬遼太郎,新潮社,1969,本,496
1,447802099X,9.78E+12,自己啓発,4,読み終わった,,思考,,2020/6/4 22:18,2020/6/4 0:00,ゼロ秒思考 頭がよくなる世界一シンプルなトレーニング,赤羽雄二,ダイヤモンド社,2013,本,216
1,4.17E+09,9.78E+12,小説,4,読み終わった,,歴史,,2020/6/4 21:04,2020/6/14 0:00,竜馬がゆく 四 (文春文庫),司馬遼太郎,文藝春秋,1998,本,432
1,4.17E+09,9.78E+12,小説,4,読み終わった,,歴史,,2020/6/4 21:04,2020/6/26 0:00,竜馬がゆく 五 (文春文庫),司馬遼太郎,文藝春秋,1998,本,432
1,4.17E+09,9.78E+12,小説,4,読み終わった,,,,2020/6/4 21:04,2020/7/5 0:00,竜馬がゆく 六 (文春文庫),司馬遼太郎,文藝春秋,1998,本,448
1,416710573X,9.78E+12,小説,4,読み終わった,,歴史,,2020/6/4 21:04,2020/7/14 0:00,竜馬がゆく 七 (文春文庫),司馬遼太郎,文藝春秋,1998,本,432
1,4.17E+09,9.78E+12,小説,4,読み終わった,,歴史,,2020/6/4 21:04,2020/7/19 0:00,竜馬がゆく 八 (文春文庫),司馬遼太郎,文藝春秋,1998,本,448
1,4.17E+09,9.78E+12,小説,4,読み終わった,,歴史,,2020/5/30 12:37,2020/6/6 0:00,竜馬がゆく 三 (文春文庫),司馬遼太郎,文藝春秋,1998,本,432
1,4.17E+09,9.78E+12,小説,4,読み終わった,,歴史,,2020/5/25 13:28,2020/5/30 0:00,竜馬がゆく 二 (文春文庫),司馬遼太郎,文藝春秋,1998,本,448
1,4.17E+09,9.78E+12,小説,4,読み終わった,,歴史,,2020/5/25 13:27,2020/5/24 0:00,竜馬がゆく 一 (文春文庫),司馬遼太郎,文藝春秋,1998,本,448
1,B00C1BG86G,,その他,4,読み終わった,,メンタル,,2020/5/23 15:26,2020/5/17 0:00,自衛隊メンタル教官が教える　心の疲れをとる技術 (朝日新書),下園 壮太??,朝日新聞出版,,電子書籍,248
1,B07LFSHW9V,,経済・社会科学,4,読み終わった,,社会,,2020/5/23 15:12,2020/5/12 0:00,日本人の勝算―人口減少×高齢化×資本主義,デービッド・アトキンソン,東洋経済新報社,2019,電子書籍,319
1,B00JR72FZU,,芸術・スポーツ,3,読み終わった,,筋トレ,,2020/5/23 15:03,2020/5/10 0:00,体脂肪を落とす・締まったカラダをつくる 効く筋トレ・効かない筋トレ (PHPビジュアル実用BOOKS),荒川 裕志,PHP研究所,2011,電子書籍,720
1,B085GHMS44,,仕事術,3,読み終わった,,働き方,,2020/5/23 14:50,2020/5/17 0:00,40歳でGAFAの部長に転職した僕が20代で学んだ仕事に対する考え方: 外資系企業でも十分通用！会話調で分かりやすいロジカルシンキング、会議力、伝達力、思考力、ファシリテーションの教科書/リスキリング,寺澤伸洋,,,電子書籍,174
1,B01MF5ZCUX,,芸術・スポーツ,4,読み終わった,,"食事,筋トレ",,2020/5/23 14:35,2020/5/15 0:00,炭水化物のすべて: 山本義徳　業績集１,山本義徳,,2016,電子書籍,70
1,4.87E+09,9.78E+12,自己啓発,4,読み終わった,,筋トレ,,2020/5/23 14:18,2020/5/9 0:00,超 筋トレが最強のソリューションである 筋肉が人生を変える超科学的な理由,Testosterone,文響社,2018,本,240
1,B08243V9R8,,仕事術,3,読み終わった,,働き方,,2020/5/18 18:21,2020/5/18 0:00,「ゆるいタスク管理術」とは？～タスク管理が苦手な僕らの幸せのために～,ヨシダ,,,電子書籍,31
1,4.48E+09,9.78E+12,芸術・スポーツ,4,読み終わった,,筋トレ,,2020/5/10 10:46,2020/5/10 0:00,プリズナー・トレーニング 圧倒的な強さを手に入れる究極の自重筋トレ,ポール・ウェイド,CCCメディアハウス,2017,本,328
1,B01G6ZV2O0,,仕事術,4,読み終わった,,文章力,,2020/5/6 2:00,2020/5/8 0:00,人を操る禁断の文章術　無料お試し版,メンタリストDaiGo,かんき出版,2016,電子書籍,55
1,4.80E+09,9.78E+12,仕事術,3,読み終わった,"生産性を上げるための方法が分かりやすく書かれている。

当たり前といえば当たり前の内容。
でも、当たり前をやることが一番難しい。

個人的には、毎日ToDoリストを作っても全て終わらないことが多いので、時間の見積りや優先順位の付け方等を参考に改善していきたい。

",働き方,,2020/5/3 21:44,2020/5/3 0:00,会社では教えてもらえない 残業ゼロの人の段取りのキホン,伊庭正康,すばる舎,2017,本,224
1,B00DKYKA6W,,ノンフィクション・エッセイ,5,読み終わった,,,,2020/4/28 19:59,2020/4/28 0:00,珍夜特急1―インド・パキスタン―,クロサワ コウタロウ,クロサワ レタリング,2014,電子書籍,195
1,B00DTU91V2,,ノンフィクション・エッセイ,5,読み終わった,,,,2020/4/28 19:59,2020/4/30 0:00,珍夜特急2―パキスタン・イラン・トルコ―,クロサワ コウタロウ,クロサワ レタリング,2013,電子書籍,193
1,B00E69BMSU,,ノンフィクション・エッセイ,4,読み終わった,,,,2020/4/28 19:59,2020/5/1 0:00,珍夜特急3―トルコ・バルカン半島―,クロサワ コウタロウ,クロサワ レタリング,2013,電子書籍,191
1,B00EFYI63K,,ノンフィクション・エッセイ,4,読み終わった,,,,2020/4/28 19:59,2020/5/2 0:00,珍夜特急4―東欧・バルト３国・北欧―,クロサワ コウタロウ,クロサワ レタリング,2013,電子書籍,200
1,B00ELGD77M,,ノンフィクション・エッセイ,5,読み終わった,,,,2020/4/28 19:59,2020/5/3 0:00,珍夜特急5―西欧・モロッコ―,クロサワ コウタロウ,クロサワ レタリング,2013,電子書籍,
1,B00EQ5UJH4,,ノンフィクション・エッセイ,5,読み終わった,"GWで一気に読破。

外に出れない今だからこそ、この本で旅の疑似体験ができて良かった。

家にいながらも、とても楽しい時間を過ごすことができた。


あー旅行したい（笑）",,,2020/4/28 19:59,2020/5/3 0:00,珍夜特急6―南欧・西欧―,クロサワ コウタロウ,クロサワ レタリング,2013,電子書籍,243
1,4.04E+09,9.78E+12,小説,5,読み終わった,"不器用な父親の子育ての物語

とても感動します！",,,2020/4/25 14:35,2020/4/25 0:00,とんび (角川文庫),重松清,角川書店,2011,本,432
1,B07DDJ4V7B,,歴史・伝記,3,読み終わった,,歴史,,2020/4/23 13:58,2020/4/23 0:00,マンガで一気に読める！ 日本史,かみゆ歴史編集部,西東社,2018,電子書籍,
1,044046126X,8.60E+12,学習・教育,4,読み終わった,,英語,,2020/4/21 19:33,2020/4/20 0:00,NATE THE GREAT(B),MARC MARJORIE WEINMAN/SIMONTSHARMAT,DELL YEARLING BOOKS (USA),1977,本,100
1,4.05E+09,9.78E+12,その他,5,読み終わった,,料理,,2020/4/16 23:41,2020/2/5 0:00,ふたりのごはん 夫はホテルオークラ元総料理長、妻は料理家,根岸規雄,KADOKAWA,2018,本,160
1,4.77E+09,9.78E+12,ノンフィクション・エッセイ,4,読み終わった,"これは、ただの料理本ではありません。

一汁一菜という食事の型を通して、和食文化の素晴らしさや、食事というものが私達が生きるうえでいかに大切なものかを示してくれます。

この本は、料理本というより、土井先生の料理や人生における哲学について書かれた本です。

日々忙しく過ごしており食事が適当になってしまいがちな人にこそ、是非読んでもらいたいと思います。","料理,食事,生き方",,2020/4/16 22:49,2020/4/18 0:00,一汁一菜でよいという提案,土井善晴,グラフィック社,2016,本,192
1,B01HG0Z0N8,,絵本,3,読み終わった,"人間いつ死ぬか分からない。
私は現在妻と二人暮し。

日頃から感謝を伝えていこう。",,,2020/4/11 17:48,2020/4/4 0:00,明日死ぬかもしれないから今お伝えします (絵本屋.com),サトウヒロシ,ごきげんビジネス出版,2016,電子書籍,27
1,4.10E+09,9.78E+12,哲学・宗教,,積読,,宗教,,2020/4/11 17:23,,新約聖書を知っていますか (新潮文庫),阿刀田高,新潮社,1996,本,352
1,4.10E+09,9.78E+12,哲学・宗教,4,読み終わった,"旧約聖書について全く知らない人でも、すんなり読める内容だった。

そして、多くの人を魅了し、動かすには、論理でなく魅了的な物語が必要なのだと気付かされた。


次は、同著者が書かれた「新約聖書を知っていますか」も読んでみたい。",宗教,,2020/4/11 17:21,2020/4/15 0:00,旧約聖書を知っていますか (新潮文庫 あ-7-19 新潮文庫),阿刀田高,新潮社,1994,本,384
1,4.15E+09,9.78E+12,小説,4,読み終わった,"最初の数十ページはこの物語の世界感がイメージできず、やや退屈な印象だった。
でも、ページをめくる度にその世界に引き込まれていった。

人間とは何か、何を持って人間と呼べるのか、そんなことを考えさせられた一冊でした。",,,2020/4/9 23:00,2020/4/11 0:00,アンドロイドは電気羊の夢を見るか? (ハヤカワ文庫SF),浅倉久志,早川書房,1977,本,
1,4.42E+09,9.78E+12,仕事術,3,読み終わった,,話し方,,2020/4/4 17:45,2020/4/11 0:00,カーネギー話し方入門 文庫版,市野安雄,創元社,2016,本,328
1,4.80E+09,9.78E+12,仕事術,4,読み終わった,,自己啓発,,2020/4/4 11:13,2020/4/4 0:00,学びを結果に変えるアウトプット大全,樺沢紫苑,サンクチュアリ・パブリッシング,2018,本,270
1,4.01E+09,9.78E+12,学習・教育,3,読み終わった,,英語,,2020/3/29 17:48,2020/2/22 0:00,高校入試 でる順ターゲット 中学英単語1800,旺文社,旺文社,2019,本,440
1,4.76E+09,9.78E+12,学習・教育,4,読み終わった,,英語,,2020/3/29 17:47,2020/3/14 0:00,ネイティブなら子どものときに身につける 英会話なるほどフレーズ100 誰もここまで教えてくれなかった使える裏技,スティーブ・ソレイシィ,アルク,2000,本,239
1,4.89E+09,9.78E+12,芸術・スポーツ,4,読み終わった,,英語,,2020/3/29 17:46,2020/4/22 0:00,プラダを着た悪魔 再改訂版 名作映画完全セリフ音声集 (スクリーンプレイ・シリーズ),亀山太一,フォーイン,2018,本,200
1,4.34E+09,9.78E+12,学習・教育,4,読み終わった,,英語,,2020/3/29 16:48,2020/3/29 0:00,ビッグ・ファット・キャットの世界一簡単な英語の本,向山淳子,幻冬舎,2001,本,171
1,4.17E+09,9.78E+12,小説,5,読み終わった,,,,2020/3/21 22:16,2020/3/28 0:00,秘密 (文春文庫),東野圭吾,文藝春秋,2001,本,464
1,4.62E+09,9.78E+12,哲学・宗教,5,読み終わった,,"差別,心理学",,2020/3/21 22:16,2020/3/22 0:00,夜と霧[新版],池田香代子,みすず書房,2002,本,184
1,4.53E+09,9.78E+12,経営戦略,3,読み終わった,,5G,,2020/3/21 16:13,2020/3/21 0:00,5Gビジネス (日経文庫 B131),亀井卓也,日本経済新聞出版社,2019,本,256
1,4.86E+09,9.78E+12,自己啓発,3,読み終わった,,組織・人,,2020/3/10 22:12,2020/3/10 0:00,奇跡の職場 新幹線清掃チームの“働く誇り”,矢部輝夫,あさ出版,2013,本,
1,4.59E+09,9.78E+12,歴史・伝記,4,読み終わった,,,,2020/2/29 8:39,2020/2/29 0:00,ヘウレーカ (ジェッツコミックス),岩明均,白泉社,2002,マンガ,256
1,B007TT5LH2,,経済・社会科学,4,読み終わった,,心理学,,2020/2/23 16:29,2020/2/23 0:00,話を聞かない男、地図が読めない女,アラン・ピーズ,主婦の友社,2011,電子書籍,21
1,B00DLSZPR6,,漫画,3,読み終わった,,,,2020/2/22 12:20,2020/2/22 0:00,ドグラ・マグラ　─まんがで読破─,夢野久作,イースト・プレス,2008,電子書籍,194
1,4.27E+09,9.78E+12,漫画,5,読み終わった,,,,2020/2/16 17:54,2019/2/12 0:00,ブッダ 全12巻セット (潮ビジュアル文庫),手塚治虫,潮出版社,2002,マンガ,
1,4.10E+09,9.78E+12,小説,3,読み終わった,,,,2020/2/16 13:09,2020/3/21 0:00,十五少年漂流記 (新潮文庫 ウ-2-1 新潮文庫),ジュール・ヴェルヌ,新潮社,1951,本,288
1,477620892X,9.78E+12,自己啓発,4,読み終わった,,組織・人,,2020/2/16 13:08,2020/2/24 0:00,フツーの会社員だった僕が、青山学院大学を箱根駅伝優勝に導いた47の言葉,原晋,アスコム,2015,本,215
1,4.04E+09,9.78E+12,小説,5,読み終わった,,,,2020/2/16 13:08,2020/3/7 0:00,デセプション・ポイント(上) (角川文庫),ダン・ブラウン,角川書店,2006,本,432
1,4.04E+09,9.78E+12,小説,5,読み終わった,,,,2020/2/16 13:08,2020/3/8 0:00,デセプション・ポイント(下) (角川文庫),ダン・ブラウン,角川書店,2006,本,416
1,4.10E+09,9.78E+12,小説,4,読み終わった,,,,2020/2/16 13:08,2020/3/14 0:00,博士の愛した数式 (新潮文庫),小川洋子,新潮社,2005,本,304
1,B009B0SUO8,,小説,3,読み終わった,,,,2020/2/16 10:25,2020/2/16 0:00,母を尋ねて三千里,エドモンド・デ アミーチス,,2012,電子書籍,27
1,4.27E+09,9.78E+12,自然科学,4,読み終わった,,宇宙,,2020/2/15 21:53,2020/2/28 0:00,宇宙への秘密の鍵 (ホーキング博士のスペース・アドベンチャー 1),スティーヴンホーキング,岩崎書店,2008,本,336
1,4.17E+09,9.78E+12,小説,5,読み終わった,,,,2020/2/15 21:53,2020/2/19 0:00,容疑者Xの献身 (文春文庫),東野圭吾,文藝春秋,2008,本,400
1,4.91E+09,9.78E+12,自己啓発,5,読み終わった,,お金,,2020/2/15 16:00,2019/4/23 0:00,難しいことはわかりませんが、お金の増やし方を教えてください!,山崎元,文響社,2015,本,248
1,B0732RRCWX,,自己啓発,4,読み終わった,,習慣,,2020/2/15 15:59,2020/2/14 0:00,やり抜く人の9つの習慣 コロンビア大学モチベーション心理学,ハイディ・グラント・ハルバーソン,ディスカヴァー・トゥエンティワン,2017,電子書籍,94
1,B01NCBI48I,,自然科学,4,読み終わった,,生物,,2020/2/15 15:58,2020/2/7 0:00,LIFE<ライフ>　人間が知らない生き方,麻生羽呂,文響社,2016,電子書籍,220
1,B00B481LRS,,漫画,4,読み終わった,,,,2020/2/15 15:58,2020/2/14 0:00,永遠の0 コミック 全5巻完結セット (アクションコミックス),百田 尚樹,双葉社,2012,マンガ,1
1,4.48E+09,9.78E+12,仕事術,,積読,,,,2020/2/15 15:57,,マネジメント〔エッセンシャル版〕 基本と原則,上田惇生,ダイヤモンド社,2001,本,328
1,B07V6WHKKD,,自然科学,3,読み終わった,,生物,,2020/2/15 15:57,2020/2/13 0:00,わいるどらいふっ！1身近な生きもの観察図鑑,一日一種,山と溪谷社,2019,電子書籍,
1,434402642X,9.78E+12,自己啓発,3,読み終わった,,,,2020/2/15 15:55,2020/3/15 0:00,お金持ちになれる黄金の羽根の拾い方 2015 知的人生設計のすすめ,橘玲,幻冬舎,2014,本,264
1,4.82E+09,9.78E+12,経営戦略,,積読,,,,2020/2/15 15:55,,ビジョナリー カンパニー 2 飛躍の法則,山岡洋一,日経BP社,2001,本,418
1,4.58E+09,9.78E+12,自然科学,3,読み終わった,,,,2020/2/15 15:55,2020/2/15 0:00,世界一美しい自然現象図鑑,渡部潤一,双葉社,2014,本,126
1,4.80E+09,9.78E+12,経営戦略,,積読,,,,2020/2/15 15:55,,イノベーションのジレンマ 増補改訂版,クレイトン・クリステンセン,翔泳社,2001,本,
1,4.53E+09,9.78E+12,その他,,読み終わった,,,,2020/2/15 15:52,2020/3/15 0:00,改訂新版 図解 膠原病がよくわかる最新治療と正しい知識,橋本博史,日東書院本社,2016,本,192
1,4.10E+09,9.78E+12,小説,4,読み終わった,,,,2020/2/15 15:51,2020/2/13 0:00,夜のピクニック (新潮文庫),恩田陸,新潮社,2006,本,464
1,457551344X,9.78E+12,小説,4,読み終わった,,,,2020/2/15 15:48,2020/1/24 0:00,告白 (双葉文庫),湊かなえ,双葉社,2010,本,317
1,4.80E+09,9.78E+12,その他,4,読み終わった,,ワイン,,2020/2/15 15:48,2020/2/6 0:00,図解 ワイン一年生,小久保尊,サンクチュアリ出版(サンクチュアリ・パブリッシング),2015,本,280
1,4.82E+09,9.78E+12,歴史・伝記,4,読み終わった,,歴史,,2020/2/15 15:48,2020/2/7 0:00,一度読んだら絶対に忘れない日本史の教科書,山?圭一,SBクリエイティブ,2019,本,352
1,4.10E+09,9.78E+12,小説,4,読み終わった,,,,2020/2/15 15:48,2020/2/8 0:00,沈黙 (新潮文庫 え-1-15 新潮文庫),遠藤周作,新潮社,1981,本,320
1,B074754B87,,学習・教育,4,読み終わった,,英語,,2020/2/15 15:47,2020/1/18 0:00,難しいことはわかりませんが、英語が話せる方法を教えてください！,スティーブ・ソレイシィ,文響社,2017,電子書籍,331
1,4.17E+09,9.78E+12,小説,5,読み終わった,,,,2020/2/15 15:47,2020/1/21 0:00,手紙 (文春文庫),東野圭吾,文藝春秋,2006,本,432
1,4.76E+09,9.78E+12,自己啓発,4,読み終わった,,睡眠,,2020/2/15 15:47,2020/1/23 0:00,スタンフォード式 最高の睡眠,西野精治,サンマーク出版,2017,本,251
1,4.57E+09,9.78E+12,経営戦略,4,読み終わった,,経営,,2020/2/15 15:46,2019/11/26 0:00,福岡市が地方最強の都市になった理由,木下斉,PHPエディターズ・グループ,2018,本,302
1,B01M34P0KN,,自己啓発,3,読み終わった,,組織・人,,2020/2/15 15:45,2019/12/19 0:00,左遷社員池田　リーダーになる: 昨日の会社、今日の仕事、明日の自分 (ビジネス小説),鈴木孝博,リーブル出版,2016,電子書籍,202
1,404275001X,9.78E+12,自己啓発,3,読み終わった,,人生観,,2020/2/15 15:45,2019/12/21 0:00,アルケミスト 夢を旅した少年 (角川文庫),パウロ・コエーリョ,角川書店,1997,本,208
1,4.00E+09,9.78E+12,小説,4,読み終わった,,,,2020/2/15 15:45,2020/1/4 0:00,変身 他一篇(変身・断食芸人) (岩波文庫),フランツ・カフカ,岩波書店,2004,本,150
1,4.16E+09,9.78E+12,その他,4,読み終わった,,教養,,2020/2/15 15:45,2020/1/11 0:00,世界を変えた10冊の本,池上彰,文藝春秋,2011,本,272
1,433403425X,9.78E+12,会計・ファイナンス,3,読み終わった,,お金,,2020/2/15 15:44,2019/12/4 0:00,お金は銀行に預けるな 金融リテラシーの基本と実践 (光文社新書),勝間和代,光文社,2007,本,232
1,4.48E+09,9.78E+12,自己啓発,5,読み終わった,,人生観,,2020/2/15 15:44,2019/12/4 0:00,嫌われる勇気 自己啓発の源流「アドラー」の教え,岸見一郎,ダイヤモンド社,2013,本,296
